date,wave,state,sex,income,employ,region,media,educ,gore,bush,party,prepref,bush.sum,media.sum,gore.sum,party.dummy
20000214,2,NY,female,5,1,2,23,6,7,14,Dem,2,14,23,7,1
20000210,2,NY,female,3,1,2,26,3,9,10,Dem,2,10,26,9,1
20000214,2,NY,male,6,1,2,10,3,8,11,Dem,2,11,10,8,1
20000212,2,NY,male,9,1,2,5,9,NA,NA,Dem,2,3988,5,3988,1
20000211,2,NY,female,6,6,2,6,5,6,NA,Dem,2,3964,6,6,1
20000214,2,NY,male,2,1,2,15,7,NA,NA,Dem,2,3988,15,3988,1
20000211,2,NY,female,2,1,2,30,3,NA,NA,Repub,1,3988,30,3988,0
20000212,2,NY,male,NA,NA,2,7,NA,NA,NA,NA,3,3988,7,3988,0
20000212,2,NY,female,7,1,2,19,3,9,14,Dem,2,14,19,9,1
20000212,2,NY,male,6,2,2,5,5,NA,NA,Dem,2,3988,5,3988,1
20000214,2,CO,male,5,2,8,21,7,NA,NA,Repub,1,3988,21,3988,0
20000211,2,CO,female,7,1,8,15,7,NA,NA,Dem,2,3992,15,3992,1
20000214,2,CO,female,3,1,8,1,6,NA,NA,Repub,1,3988,1,3988,0
20000212,2,CO,male,NA,4,8,NA,7,NA,NA,Dem,2,3988,1020,3988,1
20000214,2,FL,female,6,1,5,17,5,13,7,NA,997,7,17,13,0
20000212,2,FL,female,6,4,5,26,5,12,11,Repub,1,11,26,12,0
20000211,2,FL,male,5,4,5,25,1,NA,NA,Repub,1,3988,25,3988,0
20000213,2,FL,female,NA,1,5,17,7,NA,NA,NA,997,3988,17,3988,0
20000214,2,NJ,female,6,1,2,20,3,12,14,Dem,2,14,20,12,1
20000215,2,NJ,female,NA,8,2,7,5,NA,NA,Repub,1,3988,7,3988,0
20000211,2,OH,female,1,6,3,21,1,NA,NA,Dem,2,3988,21,3988,1
20000214,2,OH,female,2,1,3,2,3,NA,10,Dem,2,10,2,3964,1
20000211,2,OH,female,4,1,3,16,3,NA,NA,Dem,2,3988,16,3988,1
20000213,2,OH,male,6,1,3,13,3,NA,NA,Repub,1,3988,13,3988,0
20000210,2,VA,female,3,1,5,21,6,NA,NA,Repub,1,3988,21,3988,0
20000212,2,VA,male,5,1,5,21,5,NA,NA,Repub,1,3988,21,3988,0
20000214,2,VA,male,5,1,5,28,5,NA,NA,Repub,1,3988,28,3988,0
20000210,2,VA,female,6,2,5,22,7,NA,NA,Repub,1,3988,22,3988,0
20000214,2,CA,male,4,1,9,10,3,NA,NA,Dem,2,3988,10,3988,1
20000213,2,CA,female,7,1,9,21,7,NA,NA,Repub,1,3988,21,3988,0
20000213,2,CA,female,5,1,9,19,6,10,9,Repub,1,9,19,10,0
20000212,2,IN,male,6,4,3,23,3,NA,NA,Dem,2,3988,23,3988,1
20000212,2,GA,male,8,1,5,0,7,12,11,Dem,2,11,0,12,1
20000215,2,GA,female,3,1,5,11,5,NA,NA,Dem,2,3988,11,3988,1
20000210,2,GA,male,6,1,5,11,7,NA,NA,NA,3,3988,11,3988,0
20000216,2,GA,male,5,1,5,18,3,NA,NA,Dem,2,3988,18,3988,1
20000211,2,GA,male,5,7,5,7,9,NA,NA,Repub,1,3988,7,3988,0
20000210,2,GA,female,5,1,5,0,5,NA,NA,NA,997,3964,0,2003,0
20000212,2,GA,female,NA,4,5,23,9,NA,NA,Repub,1,3988,23,3988,0
20000212,2,IL,female,NA,1,3,19,6,NA,NA,Repub,1,3988,19,3988,0
20000215,2,IL,female,5,7,3,17,6,NA,NA,Repub,1,3988,17,3988,0
20000210,2,IL,female,2,4,3,6,3,NA,NA,Dem,2,3988,6,3988,1
20000215,2,IL,female,NA,4,3,14,5,8,10,Dem,2,10,14,8,1
20000210,2,IL,male,6,1,3,7,9,NA,NA,Dem,2,3988,7,3988,1
20000211,2,IL,female,3,1,3,18,7,NA,NA,Dem,2,3988,18,3988,1
20000210,2,NV,female,7,1,8,24,3,NA,NA,Dem,2,3988,24,3988,1
20000214,2,MA,male,8,1,1,15,8,NA,NA,Dem,2,3988,15,3988,1
20000214,2,KS,male,6,1,4,5,7,10,9,Dem,2,9,5,10,1
20000214,2,KS,male,8,1,4,17,7,11,9,Repub,1,9,17,11,0
20000216,2,UT,male,5,2,8,9,5,NA,NA,Repub,1,3988,9,3988,0
20000210,2,UT,male,4,1,8,13,8,NA,NA,Dem,2,3988,13,3988,1
20000214,2,UT,female,5,4,8,35,3,NA,NA,Repub,1,3988,35,3988,0
20000214,2,UT,male,1,4,8,14,1,4,NA,Dem,2,1005,14,4,1
20000210,2,UT,female,6,6,8,5,7,NA,NA,Repub,1,3988,5,3988,0
20000213,2,UT,male,1,5,8,15,2,NA,NA,Dem,2,3988,15,3988,1
20000212,2,UT,female,3,6,8,19,6,NA,NA,Repub,1,3988,19,3988,0
20000212,2,UT,male,2,2,8,15,5,NA,NA,Repub,1,3988,15,3988,0
20000215,2,SC,male,6,1,5,23,6,NA,NA,Dem,2,3988,23,3988,1
20000212,2,SC,male,4,1,5,12,5,NA,NA,Dem,2,3988,12,3988,1
20000213,2,SC,male,1,3,5,3,2,NA,5,NA,997,5,3,3964,0
20000214,2,SC,female,2,1,5,28,5,7,7,Repub,1,7,28,7,0
20000211,2,SC,female,8,7,5,1,3,NA,NA,Dem,2,3988,1,3988,1
20000216,2,SC,female,NA,2,5,22,7,NA,NA,Dem,2,3988,22,3988,1
20000214,2,VA,female,5,1,5,11,3,11,8,Repub,1,8,11,11,0
20000211,2,VA,female,5,1,5,9,9,NA,NA,Dem,2,3988,9,3988,1
20000210,2,CA,female,6,6,9,21,3,5,5,Repub,1,5,21,5,0
20000213,2,CA,female,3,1,9,9,5,8,8,Dem,2,8,9,8,1
20000214,2,CA,male,8,1,9,24,9,8,11,Dem,2,11,24,8,1
20000214,2,CA,male,8,7,9,9,5,NA,NA,Repub,1,3988,9,3988,0
20000210,2,TX,male,4,1,7,14,3,NA,NA,Repub,1,3988,14,3988,0
20000214,2,TX,male,1,7,7,7,7,NA,NA,Repub,1,3988,7,3988,0
20000211,2,MI,female,4,1,3,1,3,NA,NA,NA,997,3988,1,3988,0
20000215,2,MI,female,9,6,3,9,3,NA,NA,Repub,1,3988,9,3988,0
20000211,2,MI,female,3,4,3,19,5,NA,NA,NA,997,3988,19,3988,0
20000213,2,MI,female,4,1,3,13,3,8,10,Dem,2,10,13,8,1
20000214,2,MI,female,6,2,3,16,3,9,9,Repub,1,9,16,9,0
20000211,2,MI,male,8,1,3,12,7,7,7,Dem,2,7,12,7,1
20000215,2,IN,male,5,1,3,NA,5,NA,NA,NA,997,3988,1016,3988,0
20000212,2,FL,male,8,1,5,6,7,NA,NA,Repub,1,3988,6,3988,0
20000210,2,PA,female,5,2,2,21,3,NA,NA,Repub,1,3988,21,3988,0
20000212,2,IL,female,5,1,3,18,7,8,8,NA,997,8,18,8,0
20000211,2,MO,male,4,1,4,19,8,8,14,Dem,2,14,19,8,1
20000213,2,MO,male,3,1,4,12,NA,8,12,Repub,1,12,12,8,0
20000212,2,MO,female,6,1,4,8,9,NA,NA,Dem,2,3988,8,3988,1
20000211,2,MO,male,7,1,4,14,7,NA,NA,Dem,2,3988,14,3988,1
20000213,2,TX,male,4,1,7,0,2,NA,NA,NA,3,3988,0,3988,0
20000215,2,CA,female,4,1,9,15,6,NA,NA,Repub,1,3988,15,3988,0
20000214,2,CA,male,6,1,9,10,9,NA,NA,Dem,2,3988,10,3988,1
20000210,2,NC,male,3,5,5,16,1,NA,NA,Repub,1,3988,16,3988,0
20000216,2,NC,male,2,1,5,12,9,NA,NA,Dem,2,3988,12,3988,1
20000213,2,SC,male,9,1,5,26,9,NA,NA,Repub,1,3988,26,3988,0
20000211,2,SC,female,7,7,5,9,3,14,9,Repub,1,9,9,14,0
20000212,2,SC,female,3,1,5,24,7,NA,NA,Repub,1,3988,24,3988,0
20000212,2,SC,female,4,7,5,6,3,NA,NA,Dem,2,3988,6,3988,1
20000211,2,SC,female,4,1,5,18,6,15,NA,Repub,1,3964,18,15,0
20000210,2,SC,female,5,2,5,26,3,NA,NA,NA,997,3988,26,3988,0
20000212,2,SC,female,4,1,5,0,6,NA,NA,Repub,1,3988,0,3988,0
20000213,2,SC,male,6,1,5,8,2,NA,NA,Repub,1,3988,8,3988,0
20000212,2,IL,female,6,6,3,3,9,NA,NA,NA,997,3988,3,3988,0
20000213,2,IL,male,3,4,3,27,5,NA,NA,Repub,1,3988,27,3988,0
20000210,2,FL,female,6,1,5,7,9,NA,NA,Dem,2,3988,7,3988,1
20000213,2,FL,male,5,1,5,17,7,16,16,Dem,2,16,17,16,1
20000216,2,FL,female,5,1,5,25,5,NA,NA,Repub,1,3988,25,3988,0
20000215,2,FL,male,4,1,5,24,2,NA,NA,Repub,1,3988,24,3988,0
20000211,2,FL,female,5,1,5,23,7,NA,NA,Repub,1,3988,23,3988,0
20000214,2,FL,female,4,1,5,17,6,10,11,NA,997,11,17,10,0
20000212,2,FL,female,1,1,5,22,3,12,8,Dem,2,8,22,12,1
20000211,2,FL,female,4,4,5,20,3,11,4,Repub,1,4,20,11,0
20000212,2,FL,female,NA,2,5,11,9,8,12,Dem,2,12,11,8,1
20000216,2,CA,male,7,1,9,28,7,NA,NA,Repub,1,3988,28,3988,0
20000212,2,CA,female,2,7,9,15,6,NA,NA,Repub,1,3988,15,3988,0
20000210,2,CT,female,5,1,1,7,9,NA,NA,NA,997,3988,7,3988,0
20000211,2,CT,female,6,1,1,21,5,NA,NA,Repub,1,3988,21,3988,0
20000213,2,CT,female,5,2,1,17,5,NA,NA,Dem,2,3988,17,3988,1
20000211,2,CT,female,NA,4,1,14,7,12,16,Dem,2,16,14,12,1
20000214,2,FL,male,5,1,5,11,6,NA,NA,Repub,1,3988,11,3988,0
20000215,2,SC,female,NA,4,5,7,2,NA,NA,Repub,1,3988,7,3988,0
20000214,2,SC,male,5,1,5,20,3,NA,NA,Repub,1,3988,20,3988,0
20000216,2,SC,female,5,1,5,23,6,16,9,Repub,1,9,23,16,0
20000216,2,AR,female,2,1,7,6,2,NA,NA,Dem,2,3988,6,3988,1
20000211,2,TN,female,4,6,6,7,4,NA,NA,Dem,2,3988,7,3988,1
20000212,2,TN,male,6,1,6,13,3,NA,NA,Dem,2,3988,13,3988,1
20000211,2,TN,female,2,4,6,35,5,NA,5,Repub,1,5,35,1004,0
20000212,2,TN,female,3,1,6,3,3,NA,NA,NA,997,3964,3,3964,0
20000216,2,TN,female,4,1,6,23,3,NA,NA,Dem,2,3988,23,3988,1
20000212,2,TN,male,7,1,6,4,7,NA,NA,Repub,1,3988,4,3988,0
20000211,2,TX,female,1,1,7,18,3,NA,NA,Repub,1,3988,18,3988,0
20000211,2,TX,female,3,1,7,7,3,NA,NA,Repub,1,3988,7,3988,0
20000214,2,TX,female,3,4,7,14,5,13,8,Repub,1,8,14,13,0
20000213,2,TX,male,4,1,7,9,3,NA,NA,Dem,2,3988,9,3988,1
20000210,2,TX,female,4,6,7,8,3,8,NA,Dem,2,1004,8,8,1
20000216,2,FL,female,6,1,5,19,7,11,11,Repub,1,11,19,11,0
20000210,2,MI,female,4,1,3,21,3,NA,NA,Repub,1,3988,21,3988,0
20000213,2,CA,male,2,1,9,32,5,NA,NA,Repub,1,3988,32,3988,0
20000210,2,CA,female,6,2,9,5,5,NA,NA,NA,997,3988,5,3988,0
20000210,2,CA,female,5,1,9,23,7,NA,NA,Dem,2,3988,23,3988,1
20000211,2,CA,female,6,6,9,11,5,NA,NA,Dem,2,3988,11,3988,1
20000213,2,CA,male,8,1,9,13,7,NA,NA,Dem,2,3988,13,3988,1
20000216,2,CA,female,NA,6,9,18,9,10,15,Dem,2,15,18,10,1
20000215,2,NC,male,3,4,5,13,3,NA,NA,Repub,1,3988,13,3988,0
20000211,2,GA,male,6,1,5,11,3,NA,NA,Repub,1,3988,11,3988,0
20000212,2,GA,female,4,1,5,32,3,NA,NA,Repub,1,3988,32,3988,0
20000216,2,GA,male,8,1,5,11,9,NA,NA,Repub,1,3988,11,3988,0
20000214,2,GA,male,6,1,5,24,8,9,7,Repub,1,7,24,9,0
20000216,2,GA,male,7,1,5,18,7,NA,NA,Repub,1,3988,18,3988,0
20000216,2,GA,female,3,4,5,28,3,NA,NA,Repub,1,3988,28,3988,0
20000212,2,GA,male,6,1,5,21,5,NA,NA,Dem,2,3988,21,3988,1
20000210,2,GA,female,3,4,5,22,6,NA,NA,Dem,2,2002,22,2997,1
20000212,2,GA,female,4,1,5,16,6,NA,NA,Repub,1,3988,16,3988,0
20000210,2,GA,male,5,1,5,31,5,NA,NA,Repub,1,3988,31,3988,0
20000216,2,NY,male,8,1,2,22,9,NA,NA,Repub,1,3988,22,3988,0
20000210,2,NY,female,2,4,2,21,2,NA,NA,Repub,1,3988,21,3988,0
20000214,2,NY,male,6,4,2,14,9,NA,NA,Repub,1,3988,14,3988,0
20000215,2,NY,male,NA,1,2,11,3,NA,NA,Dem,2,3988,11,3988,1
20000212,2,NY,male,6,4,2,24,4,16,10,Repub,1,10,24,16,0
20000213,2,CA,female,5,7,9,11,6,14,8,Repub,1,8,11,14,0
20000213,2,CA,male,7,1,9,20,3,8,16,Dem,2,16,20,8,1
20000215,2,CA,female,6,2,9,23,7,6,11,Dem,2,11,23,6,1
20000210,2,CA,female,6,1,9,7,5,NA,15,Dem,2,15,7,2004,1
20000211,2,OK,male,5,1,7,20,2,12,11,Repub,1,11,20,12,0
20000211,2,OK,female,1,2,7,20,5,12,7,Repub,1,7,20,12,0
20000215,2,OK,female,NA,4,7,14,3,12,11,Repub,1,11,14,12,0
20000210,2,OK,male,7,1,7,17,9,NA,NA,Repub,1,3988,17,3988,0
20000213,2,OK,female,5,4,7,26,5,13,5,Repub,1,5,26,13,0
20000216,2,OK,female,1,4,7,NA,2,NA,NA,Dem,2,3992,1005,3964,1
20000212,2,OK,female,NA,6,7,28,5,8,11,Dem,2,11,28,8,1
20000213,2,NC,male,4,8,5,20,6,NA,NA,NA,4,3988,20,3988,0
20000210,2,NC,female,6,1,5,22,3,NA,NA,Repub,1,3988,22,3988,0
20000211,2,NC,female,5,6,5,18,3,4,6,Repub,1,6,18,4,0
20000213,2,NC,female,6,1,5,24,3,NA,NA,Dem,2,3988,24,3988,1
20000214,2,WI,male,6,4,3,28,7,9,9,Repub,1,9,28,9,0
20000213,2,WI,female,1,8,3,7,3,NA,NA,Dem,2,3988,7,3988,1
20000215,2,WI,male,8,1,3,17,9,NA,NA,Dem,2,3988,17,3988,1
20000211,2,WI,female,NA,1,3,5,5,11,10,Repub,1,10,5,11,0
20000214,2,WI,female,5,1,3,8,6,NA,NA,Repub,1,3988,8,3988,0
20000213,2,WI,female,5,6,3,15,6,14,6,Repub,1,6,15,14,0
20000214,2,CA,female,6,1,9,18,6,NA,NA,Dem,2,3988,18,3988,1
20000210,2,CA,male,8,2,9,24,7,NA,NA,Repub,1,3988,24,3988,0
20000215,2,TN,male,6,1,6,22,6,8,8,Repub,1,8,22,8,0
20000216,2,TN,female,2,6,6,16,3,10,6,Repub,1,6,16,10,0
20000216,2,TN,male,3,1,6,14,3,8,NA,Dem,2,3964,14,8,1
20000216,2,TN,female,2,1,6,8,5,NA,NA,Repub,1,3988,8,3988,0
20000213,2,TX,female,7,1,7,21,9,NA,NA,Dem,2,3988,21,3988,1
20000213,2,TX,female,5,1,7,13,5,NA,NA,Repub,1,3988,13,3988,0
20000210,2,FL,male,3,2,5,13,1,NA,NA,Repub,1,3988,13,3988,0
20000213,2,FL,male,NA,2,5,22,9,9,11,Dem,2,11,22,9,1
20000215,2,FL,female,NA,1,5,23,7,NA,NA,Repub,1,3988,23,3988,0
20000212,2,FL,male,6,4,5,18,3,NA,NA,Dem,2,3988,18,3988,1
20000211,2,FL,female,8,6,5,26,7,NA,NA,Repub,1,3988,26,3988,0
20000210,2,FL,male,4,4,5,14,5,6,9,Dem,2,9,14,6,1
20000211,2,FL,female,5,2,5,27,7,NA,NA,Repub,1,3988,27,3988,0
20000215,2,CA,female,5,1,9,24,5,NA,NA,Dem,2,3988,24,3988,1
20000216,2,FL,female,NA,4,5,NA,6,NA,NA,NA,3,3988,3997,3988,0
20000211,2,FL,female,6,1,5,13,6,NA,NA,Dem,2,3988,13,3988,1
20000213,2,FL,male,7,1,5,5,3,15,12,Repub,1,12,5,15,0
20000213,2,TX,male,1,1,7,14,3,NA,NA,Repub,1,3988,14,3988,0
20000213,2,CO,female,2,7,8,13,8,10,9,Repub,1,9,13,10,0
20000212,2,CO,male,4,2,8,35,5,NA,NA,Dem,2,3988,35,3988,1
20000211,2,CO,female,4,1,8,24,3,NA,NA,Repub,1,3988,24,3988,0
20000212,2,TX,male,1,2,7,10,3,NA,NA,Repub,1,3988,10,3988,0
20000212,2,TX,male,6,1,7,24,5,NA,NA,Repub,1,3988,24,3988,0
20000214,2,TX,male,1,4,7,20,2,NA,NA,Repub,1,3988,20,3988,0
20000213,2,TX,male,5,2,7,17,5,8,8,Dem,2,8,17,8,1
20000212,2,NJ,female,6,6,2,11,7,14,7,Repub,1,7,11,14,0
20000210,2,NJ,female,1,4,2,9,2,6,11,Dem,2,11,9,6,1
20000216,2,NJ,female,3,1,2,9,3,NA,NA,NA,997,3988,9,3988,0
20000214,2,NJ,male,6,1,2,7,7,NA,NA,Repub,1,3988,7,3988,0
20000212,2,MA,female,6,1,1,28,3,12,9,Repub,1,9,28,12,0
20000211,2,MA,female,6,2,1,16,9,NA,NA,Dem,2,3988,16,3988,1
20000212,2,MA,male,9,1,1,33,7,NA,NA,Repub,1,3988,33,3988,0
20000214,2,MA,female,5,4,1,25,3,NA,NA,Dem,2,3988,25,3988,1
20000125,1,NC,male,8,1,5,21,8,NA,NA,NA,997,3988,21,3988,0
20000125,1,FL,female,5,4,5,25,3,NA,NA,Repub,1,3988,25,3988,0
20000127,1,FL,male,6,4,5,23,9,11,5,Repub,1,5,23,11,0
20000127,1,MD,female,3,1,5,6,3,NA,NA,NA,3,3988,6,3988,0
20000123,1,WA,male,5,1,9,11,7,NA,NA,Dem,2,3988,11,3988,1
20000125,1,MI,male,1,5,3,18,7,NA,NA,Dem,2,3988,18,3988,1
20000127,1,VA,female,4,1,5,23,3,4,13,Dem,2,13,23,4,1
20000127,1,SC,male,4,1,5,7,3,NA,NA,Repub,1,3988,7,3988,0
20000127,1,FL,female,3,1,5,7,3,12,11,Repub,1,11,7,12,0
20000129,1,OH,male,9,1,3,27,3,NA,NA,Dem,2,3988,27,3988,1
20000123,1,TN,female,6,2,6,21,8,NA,NA,Dem,2,3988,21,3988,1
20000127,1,OH,male,5,4,3,21,6,NA,NA,Repub,1,3988,21,3988,0
20000127,1,NJ,male,7,1,2,8,9,NA,NA,Dem,2,3988,8,3988,1
20000129,1,NC,male,4,4,5,0,7,NA,NA,Repub,1,3988,0,3988,0
20000123,1,OK,female,5,7,7,18,8,NA,NA,Dem,2,3988,18,3988,1
20000128,1,TX,male,1,1,7,11,1,4,5,NA,997,5,11,4,0
20000129,1,CA,female,5,1,9,22,6,NA,NA,Repub,1,3988,22,3988,0
20000126,1,WV,female,6,6,5,11,3,NA,NA,Repub,1,3988,11,3988,0
20000124,1,NC,female,3,4,5,14,6,NA,NA,Repub,1,3988,14,3988,0
20000125,1,NH,male,3,1,1,18,5,NA,NA,Dem,2,3988,18,3988,1
20000125,1,NC,male,7,4,5,15,9,NA,NA,Repub,1,3988,15,3988,0
20000124,1,MO,male,5,1,4,19,5,NA,NA,Dem,2,3988,19,3988,1
20000125,1,MN,female,3,1,4,25,6,NA,NA,Dem,2,2996,25,3992,1
20000127,1,TN,male,4,1,6,22,7,NA,NA,Dem,2,3988,22,3988,1
20000125,1,OR,male,5,1,9,14,3,12,9,Repub,1,9,14,12,0
20000126,1,CA,male,6,1,9,22,3,NA,NA,Repub,1,3988,22,3988,0
20000129,1,CA,male,7,1,9,30,5,NA,NA,Repub,1,3988,30,3988,0
20000126,1,KY,female,5,2,6,25,5,NA,NA,NA,997,3988,25,3988,0
20000123,1,MO,female,5,2,4,16,6,NA,NA,Repub,1,3988,16,3988,0
20000126,1,MN,male,6,1,4,8,9,NA,NA,Dem,2,3988,8,3988,1
20000125,1,ID,male,6,1,8,16,3,NA,NA,Repub,1,3988,16,3988,0
20000127,1,CA,female,NA,4,9,18,6,NA,NA,Repub,1,3988,18,3988,0
20000127,1,CA,male,2,4,9,35,2,NA,NA,NA,3,3988,35,3988,0
20000123,1,TN,male,4,1,6,12,5,NA,NA,Dem,2,3988,12,3988,1
20000128,1,FL,male,8,1,5,28,9,NA,NA,Dem,2,3988,28,3988,1
20000127,1,GA,male,3,1,5,25,3,NA,NA,Repub,1,3988,25,3988,0
20000124,1,TX,female,7,3,7,8,2,11,9,Repub,1,9,8,11,0
20000124,1,PA,female,NA,4,2,17,3,15,5,Repub,1,5,17,15,0
20000126,1,TX,female,4,1,7,21,6,NA,NA,Dem,2,3988,21,3988,1
20000127,1,GA,female,2,1,5,12,6,NA,NA,Dem,2,3988,12,3988,1
20000127,1,NC,male,4,1,5,22,3,4,13,Dem,2,13,22,4,1
20000126,1,OK,male,7,1,7,23,9,NA,NA,Repub,1,3988,23,3988,0
20000129,1,MN,female,6,1,4,7,8,NA,NA,Dem,2,3988,7,3988,1
20000129,1,TX,female,NA,4,7,20,3,NA,NA,Repub,1,3988,20,3988,0
20000123,1,GA,female,9,1,5,11,7,15,7,Repub,1,7,11,15,0
20000123,1,LA,female,3,1,7,2,5,NA,NA,Repub,1,3988,2,3988,0
20000125,1,TN,male,2,5,6,21,3,NA,NA,Repub,1,3988,21,3988,0
20000127,1,TN,female,3,4,6,21,5,NA,NA,Dem,2,3988,21,3988,1
20000123,1,TX,female,5,1,7,2,5,NA,4,Repub,1,4,2,1010,0
20000124,1,NM,female,1,4,8,9,3,7,11,Dem,2,11,9,7,1
20000127,1,CA,female,NA,1,9,17,5,NA,NA,Repub,1,3988,17,3988,0
20000124,1,CA,female,5,1,9,15,3,10,12,Dem,2,12,15,10,1
20000126,1,FL,female,8,1,5,22,3,9,6,Repub,1,6,22,9,0
20000124,1,LA,female,7,1,7,21,9,NA,NA,Repub,1,3988,21,3988,0
20000129,1,AZ,male,2,4,8,26,3,NA,NA,Dem,2,3988,26,3988,1
20000124,1,CA,female,9,1,9,16,7,6,8,Repub,1,8,16,6,0
20000123,1,CA,female,NA,3,9,2,3,NA,NA,Repub,1,3988,2,3988,0
20000125,1,PA,male,5,1,2,22,5,NA,NA,Dem,2,3988,22,3988,1
20000127,1,OH,male,5,5,3,14,9,NA,NA,Repub,1,3988,14,3988,0
20000129,1,PA,male,7,1,2,17,7,NA,NA,Repub,1,3988,17,3988,0
20000126,1,OR,female,4,4,9,6,5,NA,NA,Repub,1,3988,6,3988,0
20000123,1,NJ,male,6,1,2,1,2,NA,NA,NA,3,3988,1,3988,0
20000123,1,TX,female,NA,4,7,19,7,6,5,Repub,1,5,19,6,0
20000128,1,IL,female,NA,6,3,0,1,NA,NA,NA,997,3992,0,3964,0
20000124,1,TX,female,8,1,7,17,9,NA,NA,Dem,2,3988,17,3988,1
20000125,1,KS,male,4,1,4,15,6,NA,NA,Dem,2,3988,15,3988,1
20000127,1,CO,female,8,1,8,23,7,NA,NA,Repub,1,3988,23,3988,0
20000129,1,CT,male,4,1,1,11,7,NA,NA,NA,997,3988,11,3988,0
20000129,1,TX,female,4,7,7,1,8,NA,NA,Repub,1,3988,1,3988,0
20000129,1,TX,male,7,1,7,21,5,NA,NA,Repub,1,3988,21,3988,0
20000127,1,AZ,female,5,1,8,14,5,6,11,Dem,2,11,14,6,1
20000125,1,NY,male,9,1,2,9,9,NA,NA,Dem,2,3988,9,3988,1
20000129,1,NJ,male,5,4,2,22,7,NA,NA,Dem,2,3988,22,3988,1
20000124,1,IA,female,2,1,4,14,6,4,8,Dem,2,8,14,4,1
20000124,1,KS,male,5,1,4,17,5,10,NA,Dem,2,1006,17,10,1
20000124,1,WA,male,9,1,9,21,7,13,9,Repub,1,9,21,13,0
20000125,1,CA,female,4,1,9,17,3,NA,NA,Repub,1,1005,17,3992,0
20000128,1,TN,male,6,1,6,19,7,13,10,Repub,1,10,19,13,0
20000128,1,TX,female,3,2,7,10,2,NA,NA,Repub,1,3988,10,3988,0
20000124,1,TX,male,7,1,7,22,7,NA,NA,Dem,2,3988,22,3988,1
20000123,1,IL,male,NA,1,3,17,3,NA,NA,Repub,1,3988,17,3988,0
20000128,1,NY,male,2,1,2,21,6,NA,NA,Dem,2,3988,21,3988,1
20000124,1,CT,male,1,5,1,33,9,11,12,Repub,1,12,33,11,0
20000124,1,IA,female,2,4,4,0,9,12,12,NA,3,12,0,12,0
20000123,1,TX,male,7,1,7,16,5,NA,NA,Repub,1,3988,16,3988,0
20000126,1,IL,male,6,1,3,18,5,NA,NA,Repub,1,3988,18,3988,0
20000124,1,AZ,female,5,4,8,29,3,10,12,Repub,1,12,29,10,0
20000125,1,CA,male,5,1,9,14,3,NA,NA,Repub,1,3988,14,3988,0
20000125,1,MD,female,4,1,5,22,2,NA,NA,Repub,1,3988,22,3988,0
20000129,1,OH,male,5,1,3,18,3,NA,NA,Dem,2,3988,18,3988,1
20000126,1,PA,female,1,5,2,12,3,NA,NA,Repub,1,3988,12,3988,0
20000127,1,MA,female,2,2,1,21,3,NA,NA,NA,997,3988,21,3988,0
20000123,1,MN,female,4,4,4,22,6,NA,NA,NA,4,3988,22,3988,0
20000129,1,CO,female,6,1,8,12,7,NA,NA,Dem,2,3988,12,3988,1
20000124,1,AZ,female,6,4,8,31,7,16,4,Repub,1,4,31,16,0
20000126,1,MA,male,1,7,1,20,5,NA,NA,Dem,2,3988,20,3988,1
20000128,1,UT,male,8,1,8,11,3,13,10,Repub,1,10,11,13,0
20000126,1,MI,female,3,1,3,3,3,NA,NA,Repub,1,3988,3,3988,0
20000127,1,FL,female,4,1,5,9,5,NA,NA,Repub,1,3988,9,3988,0
20000123,1,TX,male,NA,1,7,13,3,10,8,Repub,1,8,13,10,0
20000124,1,WI,female,6,1,3,16,7,NA,NA,Dem,2,3988,16,3988,1
20000123,1,CA,male,9,1,9,16,5,NA,NA,Dem,2,3988,16,3988,1
20000123,1,PA,female,4,1,2,0,4,NA,NA,Dem,2,3988,0,3988,1
20000124,1,NJ,female,6,1,2,29,8,14,15,NA,3,15,29,14,0
20000127,1,IN,male,3,1,3,5,7,NA,NA,Repub,1,3988,5,3988,0
20000125,1,TX,male,5,1,7,23,5,NA,NA,Repub,1,3988,23,3988,0
20000128,1,MN,male,6,4,4,20,5,NA,NA,NA,3,3988,20,3988,0
20000126,1,CA,female,8,8,9,11,5,NA,NA,Dem,2,3988,11,3988,1
20000123,1,MD,male,7,1,5,13,5,NA,NA,NA,997,3988,13,3988,0
20000126,1,VA,male,5,1,5,9,3,12,10,Repub,1,10,9,12,0
20000126,1,NH,female,2,1,1,NA,2,NA,NA,NA,997,3988,998,3988,0
20000123,1,NC,male,7,1,5,9,3,NA,NA,Dem,2,3988,9,3988,1
20000125,1,TX,female,NA,6,7,7,1,NA,NA,NA,3,1004,7,3964,0
20000126,1,TX,male,6,1,7,16,7,15,7,Repub,1,7,16,15,0
20000125,1,SD,male,6,1,4,24,9,NA,NA,Repub,1,3988,24,3988,0
20000129,1,MN,female,3,1,4,13,3,NA,NA,Repub,1,3988,13,3988,0
20000127,1,CA,female,3,6,9,5,1,NA,NA,Repub,1,3988,5,3988,0
20000125,1,MD,male,7,1,5,28,6,NA,NA,Repub,1,3988,28,3988,0
20000124,1,PA,male,3,1,2,17,3,NA,NA,Repub,1,3964,17,3964,0
20000128,1,TX,female,6,1,7,25,3,16,14,Repub,1,14,25,16,0
20000125,1,MO,male,7,4,4,14,7,NA,NA,Dem,2,3988,14,3988,1
