date,wave,state,sex,income,employ,region,media,educ,gore,bush,party,prepref,bush.sum,media.sum,gore.sum,party.dummy
20000216,2,CA,female,6,1,9,27,3,6,9,Dem,2,9,27,6,1
20000210,2,CA,female,NA,4,9,0,1,NA,NA,NA,3,3988,0,3988,0
20000213,2,CA,male,3,1,9,19,5,NA,NA,Repub,1,3988,19,3988,0
20000211,2,OH,male,NA,5,3,14,3,NA,NA,Dem,2,3988,14,3988,1
20000215,2,OH,male,7,1,3,5,7,NA,NA,Repub,1,3988,5,3988,0
20000213,2,OH,male,7,1,3,30,8,NA,NA,Repub,1,3988,30,3988,0
20000213,2,AL,female,5,1,6,16,7,NA,NA,Repub,1,3988,16,3988,0
20000213,2,AL,female,4,1,6,21,3,NA,10,Dem,2,10,21,1007,1
20000213,2,AL,female,7,2,6,15,7,NA,NA,Repub,1,3988,15,3988,0
20000215,2,NC,male,NA,4,5,17,3,7,14,Dem,2,14,17,7,1
20000210,2,LA,female,6,4,7,23,3,NA,NA,Dem,2,3988,23,3988,1
20000210,2,LA,male,3,5,7,12,3,NA,NA,Dem,2,3988,12,3988,1
20000211,2,WA,female,6,1,9,2,6,NA,NA,NA,997,3988,2,3988,0
20000213,2,WA,female,4,4,9,14,6,12,11,NA,997,11,14,12,0
20000210,2,WA,male,6,1,9,12,3,NA,NA,Repub,1,3988,12,3988,0
20000214,2,WA,female,2,4,9,29,3,NA,NA,Repub,1,3988,29,3988,0
20000211,2,WA,female,2,1,9,3,5,NA,NA,Dem,2,3988,3,3988,1
20000214,2,RI,male,4,4,1,28,6,NA,NA,Dem,2,3988,28,3988,1
20000211,2,RI,female,6,2,1,20,9,12,7,Repub,1,7,20,12,0
20000216,2,RI,male,1,1,1,5,7,NA,NA,Repub,1,3988,5,3988,0
20000215,2,RI,female,8,6,1,18,5,NA,NA,Repub,1,3988,18,3988,0
20000216,2,NE,female,6,1,4,20,3,NA,NA,Dem,2,3988,20,3988,1
20000212,2,GA,female,4,1,5,10,5,8,10,Dem,2,10,10,8,1
20000213,2,GA,female,6,6,5,17,3,NA,NA,Dem,2,3988,17,3988,1
20000215,2,GA,female,6,1,5,8,8,NA,NA,Repub,1,3988,8,3988,0
20000211,2,GA,female,6,7,5,12,3,NA,NA,Dem,2,3988,12,3988,1
20000214,2,OK,male,4,1,7,25,5,NA,NA,Dem,2,3988,25,3988,1
20000215,2,OK,female,NA,6,7,12,5,7,9,Dem,2,9,12,7,1
20000213,2,MT,female,4,6,8,9,3,NA,NA,Repub,1,3992,9,1005,0
20000215,2,FL,female,7,2,5,9,7,11,NA,Repub,1,3992,9,11,0
20000213,2,FL,female,2,2,5,14,1,NA,NA,Repub,1,3988,14,3988,0
20000216,2,CA,male,NA,1,9,7,9,NA,NA,Dem,2,3988,7,3988,1
20000215,2,CA,male,1,1,9,7,1,NA,NA,NA,997,3988,7,3988,0
20000216,2,TX,male,4,4,7,13,3,NA,NA,Repub,1,3988,13,3988,0
20000214,2,TX,female,6,1,7,10,3,NA,NA,Repub,1,3988,10,3988,0
20000216,2,TX,male,5,1,7,15,3,NA,NA,Dem,2,3988,15,3988,1
20000215,2,TX,male,5,1,7,1,9,NA,NA,Dem,2,3988,1,3988,1
20000213,2,MD,female,7,1,5,17,7,7,11,Dem,2,11,17,7,1
20000214,2,MD,male,4,5,5,11,5,11,8,Repub,1,8,11,11,0
20000210,2,MD,male,6,1,5,16,3,NA,NA,Dem,2,3988,16,3988,1
20000212,2,PA,male,1,2,2,8,7,NA,NA,Dem,2,3988,8,3988,1
20000212,2,PA,male,5,1,2,27,3,NA,NA,Dem,2,3988,27,3988,1
20000210,2,PA,female,6,6,2,14,3,13,13,Repub,1,13,14,13,0
20000211,2,PA,male,4,7,2,12,8,NA,NA,Repub,1,3988,12,3988,0
20000215,2,PA,male,7,1,2,14,7,NA,NA,Repub,1,3988,14,3988,0
20000213,2,MA,male,5,1,1,26,3,NA,NA,Repub,1,3988,26,3988,0
20000212,2,MA,male,6,1,1,17,3,NA,NA,NA,997,3988,17,3988,0
20000215,2,CA,female,NA,7,9,17,8,11,NA,Dem,2,1007,17,11,1
20000215,2,CA,male,8,1,9,24,9,NA,NA,Repub,1,3988,24,3988,0
20000210,2,CA,male,7,4,9,13,9,NA,NA,Repub,1,3988,13,3988,0
20000215,2,MO,male,1,4,4,7,5,NA,NA,Dem,2,3988,7,3988,1
20000212,2,MO,male,5,1,4,19,3,11,12,Dem,2,12,19,11,1
20000215,2,MO,female,3,4,4,28,3,11,8,Repub,1,8,28,11,0
20000213,2,MO,female,3,4,4,21,5,NA,NA,Repub,1,3988,21,3988,0
20000213,2,MO,male,3,4,4,6,3,NA,NA,Repub,1,3988,6,3988,0
20000215,2,MO,male,5,1,4,13,7,12,8,Repub,1,8,13,12,0
20000215,2,MO,male,3,1,4,4,2,10,13,Dem,2,13,4,10,1
20000215,2,MO,female,3,4,4,24,7,8,11,Dem,2,11,24,8,1
20000216,2,MO,female,2,4,4,25,4,10,12,Dem,2,12,25,10,1
20000211,2,OH,male,6,1,3,21,9,NA,NA,Repub,1,3988,21,3988,0
20000211,2,TN,female,6,2,6,10,5,NA,NA,Repub,1,3988,10,3988,0
20000216,2,TN,male,6,1,6,21,7,NA,NA,Dem,2,3988,21,3988,1
20000213,2,TN,female,3,4,6,23,5,NA,NA,Repub,1,3988,23,3988,0
20000214,2,TN,male,3,1,6,15,1,14,4,Repub,1,4,15,14,0
20000212,2,TN,male,7,4,6,35,8,5,11,Dem,2,11,35,5,1
20000212,2,TN,female,6,1,6,13,6,5,13,Dem,2,13,13,5,1
20000212,2,OH,male,6,1,3,29,4,NA,NA,Dem,2,3988,29,3988,1
20000211,2,OH,male,5,1,3,21,5,NA,NA,Dem,2,3988,21,3988,1
20000211,2,OH,female,1,2,3,6,5,9,11,Dem,2,11,6,9,1
20000215,2,OH,female,NA,2,3,14,3,11,12,Dem,2,12,14,11,1
20000211,2,OH,male,4,4,3,23,5,11,9,Repub,1,9,23,11,0
20000214,2,AR,female,6,1,7,11,3,11,12,Dem,2,12,11,11,1
20000210,2,AR,female,4,1,7,5,4,NA,NA,Dem,2,3988,5,3988,1
20000212,2,AR,female,5,1,7,18,4,7,15,Dem,2,15,18,7,1
20000213,2,AR,male,6,1,7,26,8,7,13,Dem,2,13,26,7,1
20000213,2,AR,female,4,6,7,12,3,5,8,Dem,2,8,12,5,1
20000216,2,KY,female,6,2,6,19,5,NA,NA,Repub,1,3988,19,3988,0
20000216,2,KY,female,1,5,6,17,3,NA,NA,Dem,2,3988,17,3988,1
20000213,2,KY,female,2,1,6,9,1,NA,NA,Dem,2,3988,9,3988,1
20000214,2,OR,male,3,2,9,7,7,NA,15,Dem,2,15,7,1005,1
20000212,2,OR,female,7,1,9,6,9,NA,NA,Dem,2,2004,6,1003,1
20000216,2,OR,female,5,1,9,12,7,NA,NA,Dem,2,3988,12,3988,1
20000215,2,OR,male,3,3,9,27,3,NA,NA,Dem,2,3988,27,3988,1
20000214,2,OR,male,6,1,9,18,6,NA,NA,Repub,1,3988,18,3988,0
20000216,2,OR,male,6,1,9,11,5,8,9,Repub,1,9,11,8,0
20000211,2,OR,female,6,1,9,26,7,5,16,Dem,2,16,26,5,1
20000211,2,OR,male,6,4,9,7,5,NA,NA,Repub,1,3988,7,3988,0
20000215,2,OR,male,NA,1,9,10,2,8,8,NA,997,8,10,8,0
20000216,2,OR,male,7,1,9,8,9,NA,NA,Dem,2,3988,8,3988,1
20000210,2,OR,male,8,1,9,5,5,NA,NA,Repub,1,3988,5,3988,0
20000210,2,OR,male,5,1,9,11,7,NA,NA,Repub,1,3988,11,3988,0
20000210,2,OR,male,5,1,9,5,3,12,11,Repub,1,11,5,12,0
20000213,2,LA,female,6,1,7,20,9,NA,NA,Dem,2,3988,20,3988,1
20000216,2,LA,female,2,1,7,31,3,NA,NA,Dem,2,3988,31,3988,1
20000215,2,LA,female,NA,4,7,15,7,NA,NA,Repub,1,3988,15,3988,0
20000212,2,LA,female,4,5,7,16,3,15,6,Repub,1,6,16,15,0
20000210,2,LA,female,NA,4,7,23,1,NA,NA,Dem,2,3964,23,3964,1
20000211,2,LA,female,2,4,7,28,2,NA,NA,Dem,2,3988,28,3988,1
20000213,2,LA,male,7,1,7,17,9,11,8,Repub,1,8,17,11,0
20000211,2,NM,female,4,1,8,18,7,NA,NA,Repub,1,3988,18,3988,0
20000212,2,NM,male,2,4,8,18,2,10,8,Repub,1,8,18,10,0
20000214,2,NM,male,4,1,8,5,4,NA,NA,Repub,1,3988,5,3988,0
20000210,2,NM,male,4,4,8,26,9,NA,NA,Repub,1,3988,26,3988,0
20000211,2,NM,male,7,1,8,13,7,11,9,Repub,1,9,13,11,0
20000211,2,NM,male,6,1,8,18,5,NA,NA,Repub,1,3988,18,3988,0
20000215,2,NM,male,5,1,8,20,7,NA,NA,Repub,1,3988,20,3988,0
20000212,2,NM,female,NA,4,8,35,7,NA,NA,Repub,1,3988,35,3988,0
20000214,2,NM,male,3,1,8,20,5,NA,NA,Repub,1,3988,20,3988,0
20000210,2,NM,female,NA,4,8,26,7,NA,NA,NA,997,3988,26,3988,0
20000213,2,MN,female,1,4,4,NA,5,NA,NA,Repub,1,3988,1006,3988,0
20000214,2,MA,female,7,1,1,24,7,NA,NA,Repub,1,3988,24,3988,0
20000214,2,MA,male,8,1,1,23,7,NA,NA,Repub,1,3988,23,3988,0
20000214,2,MA,female,2,4,1,25,2,NA,NA,Dem,2,3988,25,3988,1
20000211,2,MA,male,1,4,1,10,3,NA,NA,Dem,2,3988,10,3988,1
20000214,2,MA,female,7,1,1,22,9,NA,NA,Repub,1,3988,22,3988,0
20000214,2,MA,female,6,2,1,8,3,NA,NA,Dem,2,3988,8,3988,1
20000215,2,MA,male,8,1,1,14,6,13,7,Repub,1,7,14,13,0
20000216,2,MA,male,NA,1,1,20,9,NA,NA,Repub,1,3988,20,3988,0
20000213,2,WA,male,4,1,9,11,7,9,13,Dem,2,13,11,9,1
20000212,2,WA,male,3,1,9,14,3,NA,NA,Repub,1,3988,14,3988,0
20000214,2,WA,male,NA,1,9,11,8,NA,NA,Repub,1,3988,11,3988,0
20000214,2,WA,male,5,1,9,12,3,NA,NA,Repub,1,3988,12,3988,0
20000215,2,WA,male,8,2,9,22,8,NA,NA,Repub,1,3988,22,3988,0
20000215,2,WA,male,7,1,9,9,3,NA,NA,Dem,2,3988,9,3988,1
20000215,2,WA,male,7,1,9,14,7,10,14,NA,997,14,14,10,0
20000214,2,WA,female,2,2,9,19,3,9,8,NA,3,8,19,9,0
20000214,2,WA,male,3,7,9,1,1,11,11,Repub,1,11,1,11,0
20000215,2,WA,female,3,4,9,9,7,NA,NA,Dem,2,3988,9,3988,1
20000215,2,CA,male,7,1,9,27,7,NA,NA,Dem,2,3988,27,3988,1
20000216,2,CA,male,6,1,9,13,5,NA,NA,Dem,2,3988,13,3988,1
20000214,2,CA,female,6,1,9,15,7,11,12,Dem,2,12,15,11,1
20000214,2,CA,male,6,4,9,14,6,NA,NA,Repub,1,3988,14,3988,0
20000212,2,CA,female,2,2,9,19,8,9,13,Dem,2,13,19,9,1
20000211,2,CA,male,4,1,9,15,3,7,10,Dem,2,10,15,7,1
20000210,2,TX,female,5,1,7,16,2,NA,NA,Repub,1,3988,16,3988,0
20000211,2,TX,female,5,2,7,9,2,5,13,Dem,2,13,9,5,1
20000214,2,TX,male,6,4,7,19,2,NA,NA,Dem,2,3988,19,3988,1
20000215,2,TX,male,5,1,7,9,7,13,11,Repub,1,11,9,13,0
20000213,2,OH,female,6,1,3,13,3,NA,NA,NA,997,3988,13,3988,0
20000215,2,OH,male,NA,1,3,7,7,NA,NA,Repub,1,3988,7,3988,0
20000214,2,OH,female,2,4,3,16,3,NA,NA,Repub,1,3988,16,3988,0
20000210,2,OH,female,5,2,3,8,3,8,7,Dem,2,7,8,8,1
20000214,2,IA,male,6,1,4,0,7,NA,NA,NA,3,3988,0,3988,0
20000214,2,IA,female,6,1,4,27,9,NA,NA,Dem,2,3988,27,3988,1
20000214,2,NY,female,7,2,2,28,6,NA,NA,Repub,1,3988,28,3988,0
20000214,2,NY,male,6,1,2,30,7,NA,NA,Repub,1,3988,30,3988,0
20000211,2,NY,female,8,1,2,30,2,NA,NA,Repub,1,3988,30,3988,0
20000214,2,NY,female,6,3,2,11,4,NA,NA,Repub,1,3988,11,3988,0
20000212,2,NY,female,8,1,2,25,9,NA,NA,Dem,2,3988,25,3988,1
20000210,2,MI,female,5,6,3,14,5,11,10,Repub,1,10,14,11,0
20000211,2,MI,female,NA,4,3,27,7,NA,NA,Dem,2,3988,27,3988,1
20000212,2,MI,female,4,1,3,2,3,NA,NA,Dem,2,3988,2,3988,1
20000213,2,MI,female,5,1,3,11,7,10,9,Repub,1,9,11,10,0
20000213,2,MI,female,NA,1,3,2,5,NA,NA,NA,997,3988,2,3988,0
20000215,2,MI,male,1,2,3,19,3,NA,NA,Dem,2,3988,19,3988,1
20000211,2,MI,female,7,2,3,14,5,NA,NA,Repub,1,3988,14,3988,0
20000216,2,MI,female,NA,1,3,9,7,NA,8,Repub,1,8,9,3992,0
20000214,2,NY,male,6,1,2,0,3,NA,NA,Repub,1,3988,0,3988,0
20000211,2,NY,female,6,1,2,21,9,NA,NA,Repub,1,3988,21,3988,0
20000212,2,NY,male,5,1,2,22,5,10,7,Repub,1,7,22,10,0
20000211,2,NY,male,3,4,2,10,3,NA,NA,Repub,1,3988,10,3988,0
20000215,2,AZ,female,6,3,8,8,3,NA,8,Repub,1,8,8,3964,0
20000212,2,AZ,male,5,1,8,22,7,NA,NA,Repub,1,3988,22,3988,0
20000214,2,AZ,male,5,1,8,28,5,NA,NA,Repub,1,3988,28,3988,0
20000210,2,AZ,female,4,1,8,9,5,NA,NA,Repub,1,3988,9,3988,0
20000210,2,AZ,male,6,1,8,15,7,NA,NA,Repub,1,3988,15,3988,0
20000212,2,CA,female,1,7,9,2,6,NA,NA,Dem,2,3964,2,3964,1
20000210,2,CA,male,1,1,9,7,2,NA,NA,Repub,1,3988,7,3988,0
20000214,2,VA,female,4,5,5,8,2,8,8,Dem,2,8,8,8,1
20000214,2,VA,male,1,7,5,6,5,NA,NA,Repub,1,3988,6,3988,0
20000212,2,VA,female,4,5,5,4,3,NA,NA,NA,997,3988,4,3988,0
20000212,2,VA,female,1,4,5,15,1,NA,NA,Dem,2,3988,15,3988,1
20000216,2,VA,male,1,1,5,2,5,NA,NA,Dem,2,3988,2,3988,1
20000212,2,OR,male,3,3,9,14,2,6,10,Dem,2,10,14,6,1
20000212,2,OR,female,1,2,9,13,5,8,7,Repub,1,7,13,8,0
20000213,2,OR,female,5,4,9,22,6,NA,NA,Repub,1,3988,22,3988,0
20000211,2,OR,female,NA,1,9,29,9,NA,NA,Repub,1,3988,29,3988,0
20000214,2,CA,female,4,2,9,10,9,11,8,Repub,1,8,10,11,0
20000214,2,CA,female,7,1,9,19,5,NA,NA,Repub,1,3988,19,3988,0
20000210,2,CA,female,1,4,9,12,4,NA,NA,Dem,2,3988,12,3988,1
20000213,2,CA,female,NA,2,9,23,3,NA,NA,Repub,1,3988,23,3988,0
20000211,2,CA,female,6,1,9,11,3,NA,NA,Dem,2,3988,11,3988,1
20000210,2,CA,male,9,1,9,15,7,NA,NA,Dem,2,3988,15,3988,1
20000212,2,PA,male,7,1,2,12,5,9,NA,Dem,2,1007,12,9,1
20000214,2,PA,female,5,1,2,10,5,NA,NA,Repub,1,3988,10,3988,0
20000213,2,PA,female,3,3,2,25,3,NA,NA,Repub,1,3988,25,3988,0
20000210,2,PA,female,1,5,2,7,2,NA,NA,Dem,2,3988,7,3988,1
20000216,2,MO,female,6,1,4,21,3,NA,NA,Dem,2,3988,21,3988,1
20000214,2,MO,male,5,1,4,27,7,NA,NA,Dem,2,3988,27,3988,1
20000214,2,MO,female,2,1,4,16,3,5,14,Dem,2,14,16,5,1
20000210,2,MO,female,4,6,4,28,3,NA,NA,Dem,2,3964,28,3992,1
20000213,2,MO,male,3,1,4,8,5,NA,NA,Dem,2,3988,8,3988,1
20000216,2,MO,female,3,3,4,6,2,NA,NA,Dem,2,3988,6,3988,1
20000214,2,MO,male,6,4,4,21,9,NA,NA,NA,997,3988,21,3988,0
20000215,2,MO,male,3,1,4,10,2,NA,NA,Repub,1,3988,10,3988,0
20000213,2,MO,male,4,2,4,13,3,NA,NA,Dem,2,3988,13,3988,1
20000213,2,MS,female,5,6,6,1,3,NA,NA,Repub,1,3992,1,3992,0
20000210,2,MS,male,NA,1,6,25,7,11,9,Repub,1,9,25,11,0
20000212,2,MS,male,3,5,6,17,1,8,NA,Dem,2,3964,17,8,1
20000212,2,MS,male,4,1,6,9,3,NA,NA,Repub,1,3988,9,3988,0
20000214,2,MS,female,3,1,6,13,3,NA,NA,Dem,2,3988,13,3988,1
20000212,2,MS,female,5,1,6,12,7,NA,NA,Repub,1,3988,12,3988,0
20000213,2,AZ,male,4,1,8,11,3,NA,NA,Dem,2,3988,11,3988,1
20000210,2,AZ,female,6,1,8,12,5,12,6,Repub,1,6,12,12,0
20000211,2,NH,female,NA,4,1,7,3,NA,NA,NA,3,3988,7,3988,0
20000213,2,NH,female,6,4,1,29,3,10,10,Repub,1,10,29,10,0
20000212,2,SD,male,2,4,4,24,3,NA,NA,Repub,1,3988,24,3988,0
20000212,2,SD,male,3,1,4,12,3,NA,NA,Repub,1,3988,12,3988,0
20000214,2,SD,male,1,4,4,14,3,NA,NA,Repub,1,3988,14,3988,0
20000210,2,KY,male,7,1,6,11,5,12,8,Repub,1,8,11,12,0
20000215,2,KY,male,4,1,6,16,9,7,9,Dem,2,9,16,7,1
20000214,2,KY,female,3,1,6,17,7,NA,NA,Repub,1,3988,17,3988,0
20000211,2,KY,male,1,3,6,2,3,NA,NA,Dem,2,3988,2,3988,1
20000214,2,KY,female,8,1,6,27,7,12,11,Repub,1,11,27,12,0
20000210,2,KY,female,NA,5,6,7,1,NA,NA,Dem,2,3964,7,3964,1
20000213,2,KY,female,5,1,6,17,3,NA,NA,Repub,1,3988,17,3988,0
20000215,2,NY,female,3,7,2,20,9,NA,NA,Dem,2,3988,20,3988,1
20000215,2,NY,female,1,1,2,0,3,NA,NA,Repub,1,3988,0,3988,0
20000213,2,WI,female,4,1,3,8,5,NA,NA,Dem,2,3988,8,3988,1
20000211,2,NJ,male,7,1,2,24,7,NA,NA,Dem,2,3988,24,3988,1
20000213,2,NJ,male,3,1,2,23,3,8,7,Repub,1,7,23,8,0
20000210,2,NJ,female,6,1,2,28,5,NA,NA,Repub,1,3988,28,3988,0
20000214,2,NJ,female,3,1,2,12,8,NA,NA,Dem,2,3988,12,3988,1
20000213,2,NJ,male,6,1,2,26,9,NA,NA,Repub,1,3988,26,3988,0
20000212,2,PA,female,9,2,2,15,7,11,8,Repub,1,8,15,11,0
20000212,2,PA,female,4,1,2,15,7,NA,NA,Dem,2,3988,15,3988,1
20000211,2,PA,female,3,2,2,7,3,NA,NA,Dem,2,3988,7,3988,1
20000214,2,PA,male,NA,1,2,28,8,NA,NA,NA,3,3988,28,3988,0
20000210,2,PA,female,4,2,2,14,7,7,16,Dem,2,16,14,7,1
20000212,2,MN,female,6,6,4,4,5,12,NA,Repub,1,3992,4,12,0
20000214,2,MN,female,1,1,4,2,5,NA,NA,Dem,2,3988,2,3988,1
20000215,2,MN,female,6,1,4,18,3,10,8,Repub,1,8,18,10,0
20000214,2,MN,female,7,6,4,19,7,NA,NA,Repub,1,3988,19,3988,0
20000213,2,MN,male,5,1,4,9,8,NA,NA,NA,997,3988,9,3988,0
20000215,2,MN,female,6,2,4,20,9,NA,10,NA,997,10,20,3992,0
20000211,2,MN,male,5,1,4,0,7,NA,NA,Repub,1,3988,0,3988,0
20000211,2,MN,male,4,4,4,17,5,NA,NA,Dem,2,1004,17,2001,1
20000212,2,MN,female,3,4,4,21,3,NA,NA,Dem,2,3988,21,3988,1
20000210,2,MN,female,NA,1,4,24,5,8,14,Dem,2,14,24,8,1
20000216,2,OH,female,5,6,3,13,3,NA,NA,Repub,1,3988,13,3988,0
20000215,2,OH,female,2,1,3,9,2,NA,NA,Dem,2,3988,9,3988,1
20000214,2,OH,male,6,1,3,12,9,16,12,Repub,1,12,12,16,0
20000213,2,OH,male,9,1,3,22,9,NA,NA,Dem,2,3988,22,3988,1
20000210,2,OH,female,6,4,3,28,3,NA,NA,Repub,1,3988,28,3988,0
20000216,2,TN,male,6,1,6,10,6,12,8,Repub,1,8,10,12,0
20000213,2,TN,male,9,5,6,8,3,10,4,Repub,1,4,8,10,0
20000216,2,TN,male,7,2,6,17,3,9,7,Repub,1,7,17,9,0
20000211,2,TN,male,5,1,6,20,7,7,8,NA,4,8,20,7,0
20000214,2,MI,male,4,1,3,12,9,NA,NA,NA,997,3988,12,3988,0
20000211,2,MI,female,6,1,3,12,6,NA,NA,Repub,1,3988,12,3988,0
20000215,2,MI,male,4,1,3,12,4,NA,NA,Repub,1,3988,12,3988,0
20000213,2,MI,male,6,1,3,24,5,NA,NA,Repub,1,3988,24,3988,0
20000215,2,IL,male,1,4,3,15,5,NA,NA,Dem,2,3988,15,3988,1
20000215,2,IL,male,4,1,3,13,7,NA,NA,Repub,1,3988,13,3988,0
20000216,2,IL,female,5,2,3,17,9,NA,NA,NA,4,3988,17,3988,0
20000214,2,IL,female,7,4,3,22,8,NA,8,Repub,1,8,22,1007,0
20000215,2,CA,male,6,1,9,15,8,NA,NA,Repub,1,3988,15,3988,0
20000215,2,CA,female,7,1,9,14,7,NA,NA,NA,997,3988,14,3988,0
20000212,2,CA,male,5,1,9,16,4,NA,NA,Dem,2,3988,16,3988,1
20000210,2,CA,female,4,2,9,6,4,NA,NA,Repub,1,3988,6,3988,0
20000211,2,AZ,female,NA,2,8,7,5,9,11,Dem,2,11,7,9,1
20000214,2,AZ,female,NA,6,8,27,3,7,6,Repub,1,6,27,7,0
20000213,2,CA,male,7,1,9,21,7,12,5,Repub,1,5,21,12,0
20000214,2,CA,female,4,1,9,9,7,NA,NA,NA,3,3988,9,3988,0
20000213,2,CA,male,2,1,9,17,3,NA,NA,Repub,1,3988,17,3988,0
20000213,2,IL,female,8,2,3,15,3,13,10,Repub,1,10,15,13,0
20000216,2,IL,female,8,2,3,15,7,11,9,Repub,1,9,15,11,0
20000211,2,IL,female,4,1,3,13,3,NA,NA,Dem,2,3988,13,3988,1
20000213,2,IL,female,4,1,3,19,5,6,7,Dem,2,7,19,6,1
20000210,2,IL,female,1,4,3,14,5,NA,NA,Repub,1,3988,14,3988,0
20000216,2,IL,male,5,1,3,35,6,6,13,Dem,2,13,35,6,1
20000210,2,IL,female,NA,1,3,26,7,13,11,Dem,2,11,26,13,1
20000210,2,IL,female,6,1,3,31,7,NA,NA,NA,997,3988,31,3988,0
20000212,2,IL,female,7,4,3,NA,7,NA,NA,Repub,1,3988,1017,3988,0
20000215,2,MO,male,5,1,4,7,9,NA,NA,Repub,1,3988,7,3988,0
20000215,2,MO,male,4,1,4,14,3,NA,NA,Repub,1,3988,14,3988,0
20000213,2,MO,female,2,1,4,9,5,NA,NA,NA,997,3988,9,3988,0
20000210,2,MO,male,5,4,4,23,2,NA,NA,Dem,2,3988,23,3988,1
20000213,2,CA,female,9,8,9,7,8,8,15,Dem,2,15,7,8,1
20000215,2,CA,female,3,7,9,11,8,NA,NA,Dem,2,3988,11,3988,1
20000212,2,CA,male,6,1,9,12,7,NA,NA,Dem,2,3988,12,3988,1
20000215,2,MN,male,2,4,4,35,3,8,12,Dem,2,12,35,8,1
20000213,2,MO,male,4,1,4,18,3,NA,NA,Repub,1,3988,18,3988,0
20000211,2,CA,female,NA,1,9,14,6,NA,NA,Dem,2,3988,14,3988,1
20000211,2,CA,female,6,4,9,25,7,NA,NA,Dem,2,3988,25,3988,1
20000215,2,MS,female,3,1,6,12,6,NA,NA,Dem,2,3988,12,3988,1
20000210,2,VA,male,NA,1,5,26,9,NA,NA,Repub,1,3988,26,3988,0
20000212,2,VA,female,4,4,5,17,7,NA,NA,Repub,1,3988,17,3988,0
20000214,2,VA,female,4,4,5,19,5,NA,NA,NA,3,3988,19,3988,0
20000211,2,NC,female,5,1,5,8,5,NA,NA,Dem,2,3988,8,3988,1
20000216,2,NC,male,7,1,5,13,5,NA,NA,Dem,2,3988,13,3988,1
20000213,2,NC,female,7,1,5,1,5,NA,NA,Dem,2,3988,1,3988,1
20000212,2,GA,male,4,1,5,25,5,NA,NA,Repub,1,3988,25,3988,0
20000216,2,CA,male,8,1,9,18,5,NA,NA,Repub,1,3988,18,3988,0
20000213,2,CA,male,9,1,9,13,7,NA,NA,Dem,2,3988,13,3988,1
20000216,2,CA,male,NA,4,9,NA,5,NA,NA,Repub,1,3988,1010,3988,0
20000211,2,IL,male,5,1,3,7,5,NA,NA,Dem,2,3988,7,3988,1
20000210,2,IA,male,9,1,4,13,9,9,7,Repub,1,7,13,9,0
20000212,2,TX,female,6,1,7,5,7,NA,NA,Dem,2,3988,5,3988,1
20000215,2,TX,male,5,1,7,13,7,NA,NA,Dem,2,3988,13,3988,1
20000212,2,TX,female,6,1,7,8,1,NA,NA,Repub,1,3988,8,3988,0
20000214,2,TX,female,NA,2,7,5,5,NA,NA,NA,997,3988,5,3988,0
20000212,2,TX,female,3,2,7,14,3,NA,NA,Repub,1,3988,14,3988,0
20000210,2,CA,male,5,1,9,12,6,10,12,Repub,1,12,12,10,0
20000212,2,CA,male,5,1,9,11,5,8,7,Repub,1,7,11,8,0
20000210,2,CA,male,7,1,9,19,4,NA,NA,NA,997,3988,19,3988,0
20000212,2,CA,male,6,1,9,8,2,12,NA,Repub,1,1006,8,12,0
20000213,2,WI,female,3,1,3,6,2,NA,NA,Dem,2,3988,6,3988,1
20000215,2,WI,female,3,4,3,24,3,NA,NA,Repub,1,3988,24,3988,0
20000213,2,WI,male,6,1,3,4,6,NA,NA,Repub,1,3988,4,3988,0
20000210,2,WI,female,5,1,3,3,3,NA,NA,Repub,1,3988,3,3988,0
20000214,2,NY,female,NA,1,2,16,7,NA,NA,Repub,1,3988,16,3988,0
20000211,2,NY,female,4,6,2,25,3,7,8,Repub,1,8,25,7,0
20000215,2,NY,male,5,1,2,5,7,11,5,Repub,1,5,5,11,0
20000212,2,NY,female,4,2,2,21,3,NA,NA,Dem,2,3988,21,3988,1
20000211,2,NY,female,4,1,2,12,3,NA,NA,Dem,2,3988,12,3988,1
20000216,2,PA,male,6,1,2,17,4,NA,NA,Repub,1,3988,17,3988,0
20000214,2,PA,male,5,1,2,14,7,NA,NA,Repub,1,3988,14,3988,0
20000212,2,PA,female,2,1,2,4,4,8,13,Dem,2,13,4,8,1
20000213,2,PA,male,1,5,2,1,3,6,8,Dem,2,8,1,6,1
20000215,2,PA,female,NA,4,2,9,2,NA,NA,NA,997,3964,9,3964,0
20000215,2,PA,female,8,1,2,7,9,NA,NA,Dem,2,3988,7,3988,1
20000210,2,PA,male,4,1,2,17,3,8,16,Dem,2,16,17,8,1
20000211,2,PA,male,4,1,2,30,7,NA,NA,Dem,2,3988,30,3988,1
20000211,2,NY,female,5,2,2,9,3,NA,NA,Repub,1,3988,9,3988,0
20000213,2,NY,female,1,6,2,12,2,NA,NA,Dem,2,3988,12,3988,1
20000212,2,NY,female,6,6,2,4,6,NA,NA,NA,997,3988,4,3988,0
20000215,2,NY,female,5,1,2,23,3,NA,NA,Dem,2,3988,23,3988,1
20000214,2,NY,female,6,1,2,21,3,10,11,Dem,2,11,21,10,1
20000215,2,NY,female,4,6,2,22,5,NA,NA,Repub,1,3988,22,3988,0
20000211,2,NY,female,NA,2,2,15,7,11,16,Dem,2,16,15,11,1
20000214,2,NY,female,6,1,2,9,5,16,6,Repub,1,6,9,16,0
